,,,,,UKCP09,,,UKCP18,,,Difference,,
2030-2059,precip,dmean,jan,East Midlands,-12.1399,7.2777596,32.259354,-12.150772,5.988657,25.875877,-0.010872,-1.2891026,-6.383477
2030-2059,precip,dmean,jan,East of England,-12.218316,7.3256907,32.50354,-13.159858,6.0882387,27.029171,-0.941542,-1.237452,-5.474369
2030-2059,precip,dmean,jan,Eastern Scotland,-7.3577304,10.0034685,33.917843,-11.732258,5.8697624,26.201086,-4.3745276,-4.1337061,-7.716757
2030-2059,precip,dmean,jan,Isle of Man,-7.530369,11.281679,37.933926,-13.644107,6.4333324,29.199934,-6.113738,-4.8483466,-8.733992
2030-2059,precip,dmean,jan,London,-12.627923,7.315954,33.07247,-15.077543,7.474763,32.634274,-2.44962,0.158809,-0.438196
2030-2059,precip,dmean,jan,North East England,-10.690837,5.49574,25.485233,-13.877007,3.883557,24.294197,-3.18617,-1.612183,-1.191036
2030-2059,precip,dmean,jan,North West England,-12.22451,5.303256,27.789545,-12.5015545,7.3145194,28.821795,-0.2770445,2.0112634,1.03225
2030-2059,precip,dmean,jan,Northern Ireland,-10.080642,4.188902,21.806034,-12.317668,5.6897445,26.399092,-2.237026,1.5008425,4.593058
2030-2059,precip,dmean,jan,Northern Scotland,-6.132692,7.727155,24.447601,-10.077783,11.241568,35.452206,-3.945091,3.514413,11.004605
2030-2059,precip,dmean,jan,South East England,-9.478186,12.4084015,44.840843,-16.290539,8.963536,37.570515,-6.812353,-3.4448655,-7.270328
2030-2059,precip,dmean,jan,South West England,-8.755119,11.880283,42.271633,-17.298622,4.2823577,27.249716,-8.543503,-7.5979253,-15.021917
2030-2059,precip,dmean,jan,Wales,-6.938159,10.733459,35.59172,-16.175564,4.108277,26.66808,-9.237405,-6.625182,-8.92364
2030-2059,precip,dmean,jan,West Midlands,-7.8780537,10.442889,36.710823,-15.470777,3.7061193,24.988245,-7.5927233,-6.7367697,-11.722578
2030-2059,precip,dmean,jan,Western Scotland,-4.772123,10.795306,30.316332,-14.282673,8.048236,33.26744,-9.51055,-2.74707,2.951108
2030-2059,precip,dmean,jan,Yorkshire and Humberside,-10.920225,6.0640807,27.27779,-11.057975,6.2042418,25.382088,-0.13775,0.1401611,-1.895702
2040-2069,temp,dmax,jan,Channel Islands,0.48422396,1.823497,3.4128475,0.15459317,1.3080252,2.5547688,-0.32963079,-0.5154718,-0.8580787
2040-2069,temp,dmax,jan,East Midlands,0.5108685,2.0221019,3.8765345,0.20025527,1.4111587,2.7404785,-0.31061323,-0.6109432,-1.136056
2040-2069,temp,dmax,jan,East of England,0.51710415,2.0501418,3.9164844,0.2126604,1.4244908,2.7527485,-0.30444375,-0.625651,-1.1637359
2040-2069,temp,dmax,jan,Eastern Scotland,0.13513897,1.6630125,3.3502293,-0.06818976,1.3083363,2.6609101,-0.20332873,-0.3546762,-0.6893192
2040-2069,temp,dmax,jan,Isle of Man,0.4124466,1.6003051,2.9694357,0.15975411,1.201225,2.338872,-0.25269249,-0.3990801,-0.6305637
2040-2069,temp,dmax,jan,London,0.5155228,2.0625708,3.9267945,0.23599733,1.4537498,2.7901852,-0.27952547,-0.608821,-1.1366093
2040-2069,temp,dmax,jan,North East England,0.48130044,1.8997631,3.5497105,0.1405669,1.3788315,2.729496,-0.34073354,-0.5209316,-0.8202145
2040-2069,temp,dmax,jan,North West England,0.4791784,1.8471022,3.4421186,0.17006686,1.3780851,2.704561,-0.30911154,-0.4690171,-0.7375576
2040-2069,temp,dmax,jan,Northern Ireland,0.391415,1.6778774,3.1252065,0.13601683,1.2590959,2.4941936,-0.25539817,-0.4187815,-0.6310129
2040-2069,temp,dmax,jan,Northern Scotland,0.11446153,1.5594523,3.1301045,-0.077076025,1.270065,2.5847726,-0.191537555,-0.2893873,-0.5453319
2040-2069,temp,dmax,jan,South East England,0.5180513,2.0300777,3.8775468,0.22462736,1.4413822,2.778367,-0.29342394,-0.5886955,-1.0991798
2040-2069,temp,dmax,jan,South West England,0.47543246,1.9021521,3.6313806,0.18315297,1.3714738,2.6743655,-0.29227949,-0.5306783,-0.9570151
2040-2069,temp,dmax,jan,Wales,0.4601199,1.8917875,3.6011393,0.18745814,1.3822714,2.6913638,-0.27266176,-0.5095161,-0.9097755
2040-2069,temp,dmax,jan,West Midlands,0.49188432,1.9701849,3.7414408,0.20763661,1.4224395,2.7579865,-0.28424771,-0.5477454,-0.9834543
2040-2069,temp,dmax,jan,Western Scotland,0.46673924,1.8309755,3.3789992,0.16384186,1.3708234,2.6970484,-0.30289738,-0.4601521,-0.6819508
2040-2069,temp,dmax,jan,Yorkshire and Humberside,0.50269663,2.0272076,3.8844514,0.17091149,1.3962208,2.7344406,-0.33178514,-0.6309868,-1.1500108
2040-2069,temp,dmean,jan,Channel Islands,0.73805904,2.11986,3.7326279,-0.17056817,1.4109801,3.0542076,-0.90862721,-0.7088799,-0.6784203
2040-2069,temp,dmean,jan,East Midlands,0.73918784,2.2721474,4.0473495,0.12433091,1.6029449,3.2373748,-0.61485693,-0.6692025,-0.8099747
2040-2069,temp,dmean,jan,East of England,0.76478213,2.3262987,4.1378727,0.13707158,1.6329664,3.2814815,-0.62771055,-0.6933323,-0.8563912
2040-2069,temp,dmean,jan,Eastern Scotland,0.20986763,1.6782727,3.3029745,-0.23515454,1.2875898,2.8764162,-0.44502217,-0.3906829,-0.4265583
2040-2069,temp,dmean,jan,Isle of Man,0.63714075,1.8080194,3.1809337,-0.09849411,1.2276194,2.6355803,-0.73563486,-0.5804,-0.5453534
2040-2069,temp,dmean,jan,London,0.7670555,2.3265064,4.1365733,0.15607306,1.6605341,3.3248756,-0.61098244,-0.6659723,-0.8116977
2040-2069,temp,dmean,jan,North East England,0.71509874,2.0441775,3.6002858,-0.1433861,1.3539551,2.938972,-0.85848484,-0.6902224,-0.6613138
2040-2069,temp,dmean,jan,North West England,0.7127907,2.0129607,3.5387897,-0.10713233,1.368542,2.9458814,-0.81992303,-0.6444187,-0.5929083
2040-2069,temp,dmean,jan,Northern Ireland,0.42167455,1.7060617,3.1656723,-0.109158404,1.2692441,2.7143197,-0.530832954,-0.4368176,-0.4513526
2040-2069,temp,dmean,jan,Northern Scotland,0.20273598,1.5995563,3.1460042,-0.22422235,1.2711978,2.8344226,-0.42695833,-0.3283585,-0.3115816
2040-2069,temp,dmean,jan,South East England,0.76245207,2.3177786,4.1224585,0.14481713,1.6472168,3.3127086,-0.61763494,-0.6705618,-0.8097499
2040-2069,temp,dmean,jan,South West England,0.7838884,2.1637769,3.7875557,-0.15577991,1.4417685,3.1039426,-0.93966831,-0.7220084,-0.6836131
2040-2069,temp,dmean,jan,Wales,0.7697915,2.1249154,3.7195446,-0.14482139,1.4306163,3.0651047,-0.91461289,-0.6942991,-0.6544399
2040-2069,temp,dmean,jan,West Midlands,0.79509366,2.197622,3.847587,-0.13825557,1.4677455,3.1396315,-0.93334923,-0.7298765,-0.7079555
2040-2069,temp,dmean,jan,Western Scotland,0.70105207,1.9955615,3.5125642,-0.093791485,1.3797991,2.9333513,-0.794843555,-0.6157624,-0.5792129
2040-2069,temp,dmean,jan,Yorkshire and Humberside,0.7240512,2.2452235,4.004433,0.09114387,1.5820842,3.211018,-0.63290733,-0.6631393,-0.793415
2040-2069,temp,dmin,jan,Channel Islands,0.93197036,2.5006504,4.3655624,-0.18741646,1.4109275,3.062872,-1.11938682,-1.0897229,-1.3026904
2040-2069,temp,dmin,jan,East Midlands,0.78170925,2.4316516,4.3254957,-0.18403381,1.3741188,2.970574,-0.96574306,-1.0575328,-1.3549217
2040-2069,temp,dmin,jan,East of England,0.84489346,2.514692,4.4826818,0.06258874,1.5152249,3.1181371,-0.78230472,-0.9994671,-1.3645447
2040-2069,temp,dmin,jan,Eastern Scotland,0.12552112,1.6667664,3.3483224,-0.39139685,1.2777427,2.9926546,-0.51691797,-0.3890237,-0.3556678
2040-2069,temp,dmin,jan,Isle of Man,0.6639426,1.9633322,3.484321,-0.19681488,1.2427442,2.6942565,-0.86075748,-0.720588,-0.7900645
2040-2069,temp,dmin,jan,London,0.8389845,2.5255327,4.493911,-0.16273579,1.4267355,3.069067,-1.00172029,-1.0987972,-1.424844
2040-2069,temp,dmin,jan,North East England,0.70493305,2.1144884,3.7811527,-0.22701237,1.3226026,2.9060512,-0.93194542,-0.7918858,-0.8751015
2040-2069,temp,dmin,jan,North West England,0.7042613,2.1206017,3.7775354,-0.20504636,1.349584,2.9366689,-0.90930766,-0.7710177,-0.8408665
2040-2069,temp,dmin,jan,Northern Ireland,0.47676694,1.9513967,3.5770867,-0.20190383,1.2390623,2.7233489,-0.67867077,-0.7123344,-0.8537378
2040-2069,temp,dmin,jan,Northern Scotland,0.08622192,1.6276982,3.2463152,-0.38276184,1.2859864,2.9827168,-0.46898376,-0.3417118,-0.2635984
2040-2069,temp,dmin,jan,South East England,0.85984623,2.5436234,4.5244646,-0.17658406,1.4144557,3.0610304,-1.03643029,-1.1291677,-1.4634342
2040-2069,temp,dmin,jan,South West England,0.8817538,2.4866323,4.410577,-0.17689018,1.3912194,3.0054598,-1.05864398,-1.0954129,-1.4051172
2040-2069,temp,dmin,jan,Wales,0.8434309,2.397806,4.24959,-0.15857543,1.3709555,2.9266822,-1.00200633,-1.0268505,-1.3229078
2040-2069,temp,dmin,jan,West Midlands,0.8609972,2.4604044,4.347866,-0.15841427,1.3950408,2.9837987,-1.01941147,-1.0653636,-1.3640673
2040-2069,temp,dmin,jan,Western Scotland,0.7096035,2.1410608,3.81382,-0.18573093,1.3693413,2.9529529,-0.89533443,-0.7717195,-0.8608671
2040-2069,temp,dmin,jan,Yorkshire and Humberside,0.78259856,2.372408,4.238799,-0.21820946,1.3399224,2.9270723,-1.00080802,-1.0324856,-1.3117267
2040-2069,precip,dmean,jan,Channel Islands,-11.398514,8.15066,33.837616,-15.543544,7.7753544,32.388756,-4.14503,-0.3753056,-1.44886
2040-2069,precip,dmean,jan,East Midlands,-11.036985,8.480133,34.254864,-12.242574,6.555105,28.32294,-1.205589,-1.925028,-5.931924
2040-2069,precip,dmean,jan,East of England,-11.10932,8.536368,34.515457,-12.950297,7.6881514,31.420897,-1.840977,-0.8482166,-3.09456
2040-2069,precip,dmean,jan,Eastern Scotland,-6.4250493,12.572666,40.147667,-11.548631,5.9260335,25.192116,-5.1235817,-6.6466325,-14.955551
2040-2069,precip,dmean,jan,Isle of Man,-6.547389,14.207459,45.269436,-15.981366,4.390672,27.946592,-9.433977,-9.816787,-17.322844
2040-2069,precip,dmean,jan,London,-11.524338,8.529951,35.085873,-14.429841,9.4616585,37.214436,-2.905503,0.9317075,2.128563
2040-2069,precip,dmean,jan,North East England,-9.839441,6.4084077,26.90464,-14.442544,3.369204,23.152365,-4.603103,-3.0392037,-3.752275
2040-2069,precip,dmean,jan,North West England,-11.4971285,7.751486,33.299854,-14.597646,7.2795925,31.422054,-3.1005175,-0.4718935,-1.8778
2040-2069,precip,dmean,jan,Northern Ireland,-9.47143,6.104954,25.92601,-13.75056,4.9503183,27.039305,-4.27913,-1.1546357,1.113295
2040-2069,precip,dmean,jan,Northern Scotland,-5.7252493,9.965499,29.430132,-10.866077,11.709585,37.842632,-5.1408277,1.744086,8.4125
2040-2069,precip,dmean,jan,South East England,-7.3657913,16.005901,53.177635,-15.948617,10.840234,42.866287,-8.5828257,-5.165667,-10.311348
2040-2069,precip,dmean,jan,South West England,-6.7039514,15.313786,50.178642,-16.35196,6.0704436,30.767647,-9.6480086,-9.2433424,-19.410995
2040-2069,precip,dmean,jan,Wales,-5.994866,13.512317,42.49969,-15.983882,5.247397,29.457867,-9.989016,-8.26492,-13.041823
2040-2069,precip,dmean,jan,West Midlands,-6.0470843,13.436786,43.393436,-14.15189,4.9275804,26.86473,-8.1048057,-8.5092056,-16.528706
2040-2069,precip,dmean,jan,Western Scotland,-4.6556654,14.02891,38.20553,-17.776827,7.018296,34.73749,-13.1211616,-7.010614,-3.46804
2040-2069,precip,dmean,jan,Yorkshire and Humberside,-9.982698,7.066539,28.879446,-10.820742,6.3378925,26.474289,-0.838044,-0.7286465,-2.405157
2050-2079,temp,dmax,jan,Channel Islands,0.72448725,2.092347,3.8021107,0.3094992,1.5859894,2.9879072,-0.41498805,-0.5063576,-0.8142035
2050-2079,temp,dmax,jan,East Midlands,0.6777649,2.3108873,4.3948812,0.339455,1.6698426,3.135641,-0.3383099,-0.6410447,-1.2592402
2050-2079,temp,dmax,jan,East of England,0.71300596,2.3340082,4.4561267,0.35209098,1.6831595,3.1587036,-0.36091498,-0.6508487,-1.2974231
2050-2079,temp,dmax,jan,Eastern Scotland,0.27415723,1.8886366,3.7390063,0.032969434,1.4955703,2.9578192,-0.241187796,-0.3930663,-0.7811871
2050-2079,temp,dmax,jan,Isle of Man,0.546885,1.8085381,3.3152356,0.27965963,1.4314096,2.6920962,-0.26722537,-0.3771285,-0.6231394
2050-2079,temp,dmax,jan,London,0.7137298,2.3513012,4.461422,0.37510362,1.711159,3.1935284,-0.33862618,-0.6401422,-1.2678936
2050-2079,temp,dmax,jan,North East England,0.64260125,2.1516938,3.966485,0.27931732,1.6419871,3.1216633,-0.36328393,-0.5097067,-0.8448217
2050-2079,temp,dmax,jan,North West England,0.634312,2.0979178,3.8425503,0.31038147,1.6372634,3.089794,-0.32393053,-0.4606544,-0.7527563
2050-2079,temp,dmax,jan,Northern Ireland,0.587682,1.9097514,3.4702034,0.2766082,1.5218232,2.8732793,-0.3110738,-0.3879282,-0.5969241
2050-2079,temp,dmax,jan,Northern Scotland,0.24999331,1.761549,3.51046,0.019570194,1.450988,2.8717463,-0.230423116,-0.310561,-0.6387137
2050-2079,temp,dmax,jan,South East England,0.70964473,2.3104005,4.40062,0.36838493,1.7040263,3.1835454,-0.3412598,-0.6063742,-1.2170746
2050-2079,temp,dmax,jan,South West England,0.66386586,2.1813023,4.0318727,0.33390194,1.6382841,3.0725536,-0.32996392,-0.5430182,-0.9593191
2050-2079,temp,dmax,jan,Wales,0.68135655,2.1895647,4.035273,0.34385058,1.6545717,3.0936842,-0.33750597,-0.534993,-0.9415888
2050-2079,temp,dmax,jan,West Midlands,0.6989679,2.2774572,4.1638722,0.35374054,1.686034,3.1513374,-0.34522736,-0.5914232,-1.0125348
2050-2079,temp,dmax,jan,Western Scotland,0.6280386,2.0680594,3.768419,0.3012098,1.6277237,3.071797,-0.3268288,-0.4403357,-0.696622
2050-2079,temp,dmax,jan,Yorkshire and Humberside,0.6899718,2.3091755,4.4068937,0.30460486,1.6529013,3.1257195,-0.38536694,-0.6562742,-1.2811742
2050-2079,temp,dmean,jan,Channel Islands,1.0205402,2.4364762,4.160797,-0.11621106,1.6471626,3.5119588,-1.13675126,-0.7893136,-0.6488382
2050-2079,temp,dmean,jan,East Midlands,0.95910007,2.5949554,4.5388107,0.20390598,1.8778762,3.7705448,-0.75519409,-0.7170792,-0.7682659
2050-2079,temp,dmean,jan,East of England,0.9896891,2.6568308,4.6417336,0.21531296,1.9127804,3.8298237,-0.77437614,-0.7440504,-0.8119099
2050-2079,temp,dmean,jan,Eastern Scotland,0.37755412,1.9101316,3.64784,-0.24678287,1.4099815,3.204136,-0.62433699,-0.5001501,-0.443704
2050-2079,temp,dmean,jan,Isle of Man,0.8287605,2.0530682,3.537231,-0.058505114,1.4020841,2.982718,-0.887265614,-0.6509841,-0.554513
2050-2079,temp,dmean,jan,London,0.9916189,2.6570761,4.6406736,0.23434341,1.9451765,3.8739998,-0.75727549,-0.7118996,-0.7666738
2050-2079,temp,dmean,jan,North East England,0.93189126,2.3212347,4.002783,-0.08381588,1.5541153,3.3242567,-1.01570714,-0.7671194,-0.6785263
2050-2079,temp,dmean,jan,North West England,0.926356,2.285788,3.9357119,-0.044412155,1.571262,3.3299413,-0.970768155,-0.714526,-0.6057706
2050-2079,temp,dmean,jan,Northern Ireland,0.6914928,1.9456521,3.4565425,-0.046098754,1.4638346,3.0934572,-0.737591554,-0.4818175,-0.3630853
2050-2079,temp,dmean,jan,Northern Scotland,0.36220062,1.8205354,3.4748538,-0.24526489,1.3867596,3.163585,-0.60746551,-0.4337758,-0.3112688
2050-2079,temp,dmean,jan,South East England,0.98638475,2.6471014,4.624504,0.22773555,1.9385957,3.8675902,-0.7586492,-0.7085057,-0.7569138
2050-2079,temp,dmean,jan,South West England,1.0718049,2.4867492,4.2266216,-0.122767635,1.6667317,3.545928,-1.194572535,-0.8200175,-0.6806936
2050-2079,temp,dmean,jan,Wales,1.0525372,2.4420872,4.1507235,-0.10996364,1.6482029,3.4804275,-1.16250084,-0.7938843,-0.670296
2050-2079,temp,dmean,jan,West Midlands,1.0875504,2.5256526,4.2934494,-0.107006684,1.6797445,3.5503793,-1.194557084,-0.8459081,-0.7430701
2050-2079,temp,dmean,jan,Western Scotland,0.9124842,2.2660284,3.9056716,-0.042337313,1.5733137,3.3109112,-0.954821513,-0.6927147,-0.5947604
2050-2079,temp,dmean,jan,Yorkshire and Humberside,0.9416465,2.5641797,4.4894905,0.16638945,1.8445256,3.7316148,-0.77525705,-0.7196541,-0.7578757
2050-2079,temp,dmin,jan,Channel Islands,1.2179905,2.8725529,4.9156876,-0.11496413,1.6517982,3.48515,-1.33295463,-1.2207547,-1.4305376
2050-2079,temp,dmin,jan,East Midlands,1.0288059,2.796115,4.905506,-0.1354229,1.576868,3.325513,-1.1642288,-1.219247,-1.579993
2050-2079,temp,dmin,jan,East of England,1.1084502,2.8944807,5.0793514,0.124098696,1.7480981,3.5604699,-0.984351504,-1.1463826,-1.5188815
2050-2079,temp,dmin,jan,Eastern Scotland,0.16109088,1.8482563,3.7211018,-0.4354611,1.3769363,3.2631142,-0.59655198,-0.47132,-0.4579876
2050-2079,temp,dmin,jan,Isle of Man,0.85186225,2.252074,3.9108758,-0.19836918,1.4085901,3.0223057,-1.05023143,-0.8434839,-0.8885701
2050-2079,temp,dmin,jan,London,1.0880704,2.925651,5.1149187,-0.09845193,1.6512941,3.462773,-1.18652233,-1.2743569,-1.6521457
2050-2079,temp,dmin,jan,North East England,0.8967807,2.4294655,4.2472973,-0.21474455,1.5067536,3.2405002,-1.11152525,-0.9227119,-1.0067971
2050-2079,temp,dmin,jan,North West England,0.9174226,2.437389,4.272958,-0.17587842,1.5511682,3.3022032,-1.09330102,-0.8862208,-0.9707548
2050-2079,temp,dmin,jan,Northern Ireland,0.7496757,2.2299817,4.01598,-0.17101413,1.4427936,3.0758076,-0.92068983,-0.7871881,-0.9401724
2050-2079,temp,dmin,jan,Northern Scotland,0.14937942,1.8107345,3.6290169,-0.43951663,1.3933867,3.2670512,-0.58889605,-0.4173478,-0.3619657
2050-2079,temp,dmin,jan,South East England,1.1274304,2.9274502,5.1155524,-0.10786943,1.6516947,3.4750056,-1.23529983,-1.2757555,-1.6405468
2050-2079,temp,dmin,jan,South West England,1.1322755,2.8636894,4.963352,-0.10804177,1.6334243,3.4204512,-1.24031727,-1.2302651,-1.5429008
2050-2079,temp,dmin,jan,Wales,1.0752033,2.7506385,4.792886,-0.102954485,1.5956798,3.3107975,-1.178157785,-1.1549587,-1.4820885
2050-2079,temp,dmin,jan,West Midlands,1.1206535,2.8317125,4.905739,-0.10123319,1.6131091,3.3577626,-1.22188669,-1.2186034,-1.5479764
2050-2079,temp,dmin,jan,Western Scotland,0.91677386,2.457409,4.2813716,-0.17599024,1.5603318,3.303194,-1.0927641,-0.8970772,-0.9781776
2050-2079,temp,dmin,jan,Yorkshire and Humberside,0.999771,2.7486417,4.804097,-0.18827334,1.5295817,3.2655616,-1.18804434,-1.21906,-1.5385354
2050-2079,precip,dmean,jan,Channel Islands,-10.826082,9.541243,37.08434,-10.527925,13.390383,39.95074,0.298157,3.84914,2.8664
2050-2079,precip,dmean,jan,East Midlands,-10.467938,9.926032,37.688488,-8.381519,13.233458,38.42288,2.086419,3.307426,0.734392
2050-2079,precip,dmean,jan,East of England,-10.536898,9.992319,37.977528,-10.025467,13.639921,40.96099,0.511431,3.647602,2.983462
2050-2079,precip,dmean,jan,Eastern Scotland,-5.092538,14.815993,45.45219,-12.350326,7.0896344,28.759924,-7.257788,-7.7263586,-16.692266
2050-2079,precip,dmean,jan,Isle of Man,-5.067096,16.76056,51.522827,-13.748288,8.55029,34.201168,-8.681192,-8.21027,-17.321659
2050-2079,precip,dmean,jan,London,-10.939986,9.986674,38.532963,-12.426845,15.11241,47.421543,-1.486859,5.125736,8.88858
2050-2079,precip,dmean,jan,North East England,-9.360944,7.49418,29.29412,-13.175383,6.3441114,28.253263,-3.814439,-1.1500686,-1.040857
2050-2079,precip,dmean,jan,North West England,-11.589413,8.653843,36.43141,-13.575113,10.651822,37.766598,-1.9857,1.997979,1.335188
2050-2079,precip,dmean,jan,Northern Ireland,-9.538586,6.810098,28.249702,-9.708287,10.776856,35.815582,-0.169701,3.966758,7.56588
2050-2079,precip,dmean,jan,Northern Scotland,-4.904937,11.84314,33.135338,-10.32867,13.90745,43.132458,-5.423733,2.06431,9.99712
2050-2079,precip,dmean,jan,South East England,-5.0388794,18.644268,59.7504,-13.876631,16.889818,53.713585,-8.8377516,-1.75445,-6.036815
2050-2079,precip,dmean,jan,South West England,-4.4659696,17.815437,56.413036,-13.649174,10.969254,38.911144,-9.1832044,-6.846183,-17.501892
2050-2079,precip,dmean,jan,Wales,-4.5987153,15.931124,48.394203,-13.332099,9.763317,37.040913,-8.7333837,-6.167807,-11.35329
2050-2079,precip,dmean,jan,West Midlands,-4.0564537,15.615142,48.63775,-11.309494,10.448283,35.527653,-7.2530403,-5.166859,-13.110097
2050-2079,precip,dmean,jan,Western Scotland,-3.684477,16.734074,43.986225,-16.2332,10.938757,41.939857,-12.548723,-5.795317,-2.046368
2050-2079,precip,dmean,jan,Yorkshire and Humberside,-9.477093,8.265077,31.601202,-8.147783,12.015665,35.461796,1.32931,3.750588,3.860594
2060-2089,temp,dmax,jan,Channel Islands,0.63517886,2.1701374,4.0949297,0.45778582,1.8209094,3.3582284,-0.17739304,-0.349228,-0.7367013
2060-2089,temp,dmax,jan,East Midlands,0.6068319,2.4080772,4.7564144,0.44798857,1.8860362,3.5100365,-0.15884333,-0.522041,-1.2463779
2060-2089,temp,dmax,jan,East of England,0.6191638,2.4241018,4.834367,0.47207886,1.9087863,3.5478415,-0.14708494,-0.5153155,-1.2865255
2060-2089,temp,dmax,jan,Eastern Scotland,0.18745781,2.0169065,4.1189804,0.12862742,1.7006912,3.3261027,-0.05883039,-0.3162153,-0.7928777
2060-2089,temp,dmax,jan,Isle of Man,0.44659886,1.8997889,3.6123137,0.40848073,1.6475776,3.0281866,-0.03811813,-0.2522113,-0.5841271
2060-2089,temp,dmax,jan,London,0.6207247,2.4494367,4.8152976,0.49442902,1.9379494,3.584492,-0.12629568,-0.5114873,-1.2308056
2060-2089,temp,dmax,jan,North East England,0.51292706,2.2684689,4.323314,0.41527805,1.8711047,3.495566,-0.09764901,-0.3973642,-0.827748
2060-2089,temp,dmax,jan,North West England,0.50287634,2.1965292,4.1791105,0.43971372,1.8635671,3.4601455,-0.06316262,-0.3329621,-0.718965
2060-2089,temp,dmax,jan,Northern Ireland,0.41803256,2.00358,3.783908,0.42259204,1.7604951,3.2282684,0.00455948,-0.2430849,-0.5556396
2060-2089,temp,dmax,jan,Northern Scotland,0.18560778,1.8870921,3.8589811,0.13071464,1.6689832,3.248362,-0.05489314,-0.2181089,-0.6106191
